epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.5412,0,75.4289,0,0,0,0,0,0,12.3139,0,0,0,0
2,33.0674,0,75.2722,0,0,0,0,0,0,12.3254,0,1.9604e-05,1.9604e-05,1.9604e-05
